downloaded,receipt,heading,detail
Wed Jul 17 19:06:08 2019,MSC1891503348,Card Was Picked Up By The United States Postal Service,"On February 25, 2019, the Post Office picked up mail containing your new card for Receipt Number MSC1891503348. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708423470945. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:09 2019,MSC1891503349,Card Was Delivered To Me By The Post Office,"On December 17, 2018, the Post Office delivered your new card for Receipt Number MSC1891503349, to the address that you gave us.  The tracking number assigned is 9205590153708643624531.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:10 2019,MSC1891503350,Card Was Picked Up By The United States Postal Service,"On February 25, 2019, the Post Office picked up mail containing your new card for Receipt Number MSC1891503350. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708423475131. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:11 2019,MSC1891503351,Card Was Delivered To Me By The Post Office,"On February 11, 2019, the Post Office delivered your new card for Receipt Number MSC1891503351, to the address that you gave us.  The tracking number assigned is 9205590153708646316471.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:12 2019,MSC1891503352,Card Was Picked Up By The United States Postal Service,"On February 25, 2019, the Post Office picked up mail containing your new card for Receipt Number MSC1891503352. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708423472840. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:13 2019,MSC1891503353,Card Was Delivered To Me By The Post Office,"On June 21, 2019, the Post Office delivered your new card for Receipt Number MSC1891503353, to the address that you gave us.  The tracking number assigned is 9205590153708429699425.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:14 2019,MSC1891503354,Case Was Approved,"On November 14, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503354. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:15 2019,MSC1891503355,Card Was Delivered To Me By The Post Office,"On November 20, 2018, the Post Office delivered your new card for Receipt Number MSC1891503355, to the address that you gave us.  The tracking number assigned is 9205590153708642519678.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:16 2019,MSC1891503356,Card Was Delivered To Me By The Post Office,"On June 21, 2019, the Post Office delivered your new card for Receipt Number MSC1891503356, to the address that you gave us.  The tracking number assigned is 9205590153708429698503.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:17 2019,MSC1891503357,Case Was Approved,"On November 14, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503357. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:18 2019,MSC1891503358,Card Was Delivered To Me By The Post Office,"On November 20, 2018, the Post Office delivered your new card for Receipt Number MSC1891503358, to the address that you gave us.  The tracking number assigned is 9205590153708642520377.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:19 2019,MSC1891503359,Card Was Delivered To Me By The Post Office,"On June 21, 2019, the Post Office delivered your new card for Receipt Number MSC1891503359, to the address that you gave us.  The tracking number assigned is 9205590153708429696677.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:20 2019,MSC1891503360,Card Was Delivered To Me By The Post Office,"On November 20, 2018, the Post Office delivered your new card for Receipt Number MSC1891503360, to the address that you gave us.  The tracking number assigned is 9205590153708642519227.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:21 2019,MSC1891503361,Case Was Approved,"On November 14, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503361. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:22 2019,MSC1891503362,Card Was Delivered To Me By The Post Office,"On June 21, 2019, the Post Office delivered your new card for Receipt Number MSC1891503362, to the address that you gave us.  The tracking number assigned is 9205590153708429700336.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:23 2019,MSC1891503363,Case Was Approved,"On November 14, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503363. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:23 2019,MSC1891503364,Card Was Delivered To Me By The Post Office,"On November 20, 2018, the Post Office delivered your new card for Receipt Number MSC1891503364, to the address that you gave us.  The tracking number assigned is 9205590153708642519449.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:25 2019,MSC1891503365,Card Was Delivered To Me By The Post Office,"On December 24, 2018, the Post Office delivered your new card for Receipt Number MSC1891503365, to the address that you gave us.  The tracking number assigned is 9205590153708644149880.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:25 2019,MSC1891503366,Card Was Delivered To Me By The Post Office,"On October 19, 2018, the Post Office delivered your new card for Receipt Number MSC1891503366, to the address that you gave us.  The tracking number assigned is 9205590153708641108217.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:26 2019,MSC1891503367,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891503367, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:27 2019,MSC1891503368,Card Was Delivered To Me By The Post Office,"On December 24, 2018, the Post Office delivered your new card for Receipt Number MSC1891503368, to the address that you gave us.  The tracking number assigned is 9205590153708644149453.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:28 2019,MSC1891503369,Card Was Delivered To Me By The Post Office,"On October 19, 2018, the Post Office delivered your new card for Receipt Number MSC1891503369, to the address that you gave us.  The tracking number assigned is 9205590153708641108019.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:29 2019,MSC1891503370,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891503370, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:30 2019,MSC1891503371,Case Closed Benefit Received By Other Means,"On April 16, 2019, we closed your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503371, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:06:31 2019,MSC1891503372,Case Closed Benefit Received By Other Means,"On April 19, 2019, we closed your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503372, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:06:32 2019,MSC1891503373,Card Was Delivered To Me By The Post Office,"On January 31, 2019, the Post Office delivered your new card for Receipt Number MSC1891503373, to the address that you gave us.  The tracking number assigned is 9205590153708645809226.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:33 2019,MSC1891503374,Card Was Delivered To Me By The Post Office,"On November 8, 2018, the Post Office delivered your new card for Receipt Number MSC1891503374, to the address that you gave us.  The tracking number assigned is 9205590153708642111094.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:34 2019,MSC1891503375,Card Was Delivered To Me By The Post Office,"On January 31, 2019, the Post Office delivered your new card for Receipt Number MSC1891503375, to the address that you gave us.  The tracking number assigned is 9205590153708645807246.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:35 2019,MSC1891503376,Card Was Delivered To Me By The Post Office,"On November 8, 2018, the Post Office delivered your new card for Receipt Number MSC1891503376, to the address that you gave us.  The tracking number assigned is 9205590153708642110981.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:36 2019,MSC1891503377,Case Closed Benefit Received By Other Means,"On April 16, 2019, we closed your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503377, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:06:37 2019,MSC1891503378,Case Closed Benefit Received By Other Means,"On April 16, 2019, we closed your Form I-131, Application for Travel Document, Receipt Number MSC1891503378, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:06:38 2019,MSC1891503379,Case Closed Benefit Received By Other Means,"On April 16, 2019, we closed your Form I-131, Application for Travel Document, Receipt Number MSC1891503379, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:06:39 2019,MSC1891503380,Case Closed Benefit Received By Other Means,"On April 16, 2019, we closed your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503380, because the applicant or petitioner received a status or benefit through other means. If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:06:40 2019,MSC1891503381,Case Was Received,"On August 1, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503381, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 31, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:44 2019,MSC1891503382,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503382, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:45 2019,MSC1891503383,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503383, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:46 2019,MSC1891503384,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503384, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:47 2019,MSC1891503385,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503385, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:48 2019,MSC1891503386,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503386, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:49 2019,MSC1891503387,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503387, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:50 2019,MSC1891503388,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-131, Application for Travel Document, Receipt Number MSC1891503388, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:50 2019,MSC1891503389,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503389, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:51 2019,MSC1891503390,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503390, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:06:52 2019,MSC1891503391,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503391, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:53 2019,MSC1891503392,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-131, Application for Travel Document, Receipt Number MSC1891503392, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:54 2019,MSC1891503393,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-131, Application for Travel Document, Receipt Number MSC1891503393, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:55 2019,MSC1891503394,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503394, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:06:59 2019,MSC1891503395,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503395, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:00 2019,MSC1891503396,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503396, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:01 2019,MSC1891503397,Case Rejected For Incorrect Fee And Form Not Signed,"On August 3, 2018, we rejected your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503397, because you did not sign the form and the fee you paid was incorrect.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:03 2019,MSC1891503398,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503398, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:04 2019,MSC1891503399,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503399, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:05 2019,MSC1891503400,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503400, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:05 2019,MSC1891503401,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503401, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:06 2019,MSC1891503402,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503402, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:07 2019,MSC1891503403,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503403, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:08 2019,MSC1891503404,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503404, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:09 2019,MSC1891503405,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503405, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:11 2019,MSC1891503406,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503406, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:12 2019,MSC1891503407,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-131, Application for Travel Document, Receipt Number MSC1891503407, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:13 2019,MSC1891503408,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891503408, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:14 2019,MSC1891503409,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503409, because you used an old version of the form that we no longer accept.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:15 2019,MSC1891503410,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503410, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Wed Jul 17 19:07:16 2019,MSC1891503411,Card Was Delivered To Me By The Post Office,"On February 20, 2019, the Post Office delivered your new card for Receipt Number MSC1891503411, to the address that you gave us.  The tracking number assigned is 9205590153708423131204.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:17 2019,MSC1891503412,Case Was Approved,"On October 29, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503412. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:18 2019,MSC1891503413,Card Was Delivered To Me By The Post Office,"On November 2, 2018, the Post Office delivered your new card for Receipt Number MSC1891503413, to the address that you gave us.  The tracking number assigned is 9205590153708418868023.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:18 2019,MSC1891503414,Card Was Delivered To Me By The Post Office,"On February 20, 2019, the Post Office delivered your new card for Receipt Number MSC1891503414, to the address that you gave us.  The tracking number assigned is 9205590153708423131563.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:20 2019,MSC1891503415,Card Was Delivered To Me By The Post Office,"On November 2, 2018, the Post Office delivered your new card for Receipt Number MSC1891503415, to the address that you gave us.  The tracking number assigned is 9205590153708418868658.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:21 2019,MSC1891503416,Case Was Approved,"On October 29, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503416. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:22 2019,MSC1891503417,Interview Cancelled,"On January 2, 2019, we cancelled the interview scheduled for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503417. We will notify you by mail if the appointment is rescheduled, a decision is made, or if the office needs something from you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:23 2019,MSC1891503418,Case Was Approved,"On November 7, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503418. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:24 2019,MSC1891503419,Card Was Delivered To Me By The Post Office,"On December 15, 2018, the Post Office delivered your new card for Receipt Number MSC1891503419, to the address that you gave us.  The tracking number assigned is 9205590153708420620091.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:25 2019,MSC1891503420,Interview Cancelled,"On January 2, 2019, we cancelled the interview scheduled for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503420. We will notify you by mail if the appointment is rescheduled, a decision is made, or if the office needs something from you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
